company_name,url,source,hub_name,hub_type,company_number,postcode,ch_status,sic_code,company_size,incorporated,last_accounts,address,ch_validated,ch_match_score,ch_match_name,ch_concern,has_url,founded_year,description,sector_tags,stage,tech_keywords,employee_est,hiring_status,careers_url,has_careers_page,role_count,roles_json,contact_email
Where You At,https://www.whereyouat.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2014.0,Location technology and analytics platform company providing location intelligence services. Focuses on geospatial data and location-based analytics.,"[""software"", ""data analytics""]",startup,"location technology, geospatial data, analytics, mapping",11-50,no_info,,False,0,[],
Barocal,https://www.barocal.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Barometric pressure sensor and measurement technology company creating advanced sensor solutions. Develops precision measurement devices for various applications.,"[""hardware"", ""semiconductors""]",startup,"sensors, barometric pressure, measurement, electronics",11-50,no_info,,False,0,[],
BravelyCultured,https://www.bravelycultured.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2017.0,Cultured meat and biotech innovation company producing sustainable protein alternatives. Develops cell-based meat technology for the food industry.,"[""foodtech"", ""biotech"", ""cleantech""]",startup,"cultured meat, cell biology, biotechnology, food science",11-50,possibly_hiring,,False,0,[],
Cambridge GaN Devices,https://www.cambridgegandevices.com,hub,Cambridge Enterprise,Academic Commercialization,10430656.0,CB4 0DS,Active,72190 - Other research and experimental development on natural sciences and engineering,SMALL,17/10/2016,31/12/2024,"JEFFREYS BUILDING, SUITE 8 ST JOHNS INNOVATION PARK, COWLEY ROAD, CAMBRIDGE",True,1.0,CAMBRIDGE GAN DEVICES LIMITED,False,True,2016.0,Gallium nitride semiconductor device manufacturer producing high-performance power semiconductors. Creates GaN chips for power electronics applications.,"[""semiconductors"", ""hardware""]",scaleup,"GaN semiconductors, power electronics, chip manufacturing",51-200,actively_hiring,,False,0,[],
Cambridge Photon Technology (CPT),https://www.cambridgephotontech.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2013.0,Photonics and optical technology solutions company developing advanced optical components. Specializes in photonic devices for telecommunications and sensing.,"[""photonics"", ""hardware""]",scaleup,"photonics, optical engineering, laser technology, telecommunications",51-200,possibly_hiring,,False,0,[],
Carbon Re,https://www.carbonre.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Carbon removal and climate tech innovation company developing solutions for carbon capture and utilization. Focuses on industrial carbon reduction.,"[""climate"", ""cleantech""]",startup,"carbon capture, climate tech, CO2 utilization, environmental",11-50,possibly_hiring,,False,0,[],
Colorifix,https://www.colorifix.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2014.0,Sustainable textile dyeing company using synthetic biology for color production. Replaces traditional chemical dyeing with engineered microorganisms.,"[""biotech"", ""cleantech""]",scaleup,"synthetic biology, textile, sustainable manufacturing, fermentation",51-200,possibly_hiring,,False,0,[],
DeepForm,https://www.deepform.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,AI and machine learning solutions company for form processing and document understanding. Develops deep learning models for automated document analysis.,"[""AI/ML"", ""software"", ""deep learning""]",startup,"AI, machine learning, deep learning, document processing, NLP",11-50,possibly_hiring,,False,0,[],
Echion Technologies,https://www.echiontech.com,hub,Cambridge Enterprise,Academic Commercialization,10680704.0,CB22 3FG,Active,72190 - Other research and experimental development on natural sciences and engineering,SMALL,21/03/2017,31/03/2025,"UNIT 9-11 CAMBRIDGE SOUTH, WEST WAY, SAWSTON",True,1.0,ECHION TECHNOLOGIES LTD,False,True,2017.0,Battery technology company developing advanced energy storage solutions for electric vehicles. Creates next-generation lithium-ion battery technology.,"[""hardware"", ""cleantech"", ""energy""]",scaleup,"battery technology, lithium-ion, energy storage, electric vehicles",51-200,actively_hiring,https://www.echiontech.com/careers,True,0,[],
illumion,https://www.illumion.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2014.0,Photonics and optical solutions company for imaging and sensing applications. Develops advanced optical technologies for medical and industrial use.,"[""photonics"", ""hardware"", ""medtech""]",startup,"photonics, optical imaging, sensors, medical devices",11-50,no_info,,False,0,[],
Matnex,https://www.matnex.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Materials science company developing advanced materials for industrial applications. Focuses on next-generation materials with novel properties.,"[""hardware"", ""materials""]",startup,"materials science, advanced materials, nanotechnology",11-50,no_info,,False,0,[],
Molyon,https://www.molyon.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Molecular dynamics simulation and materials modeling company providing computational chemistry services. Develops software for molecular simulations.,"[""software"", ""research""]",startup,"molecular dynamics, computational chemistry, materials modeling, simulation",11-50,no_info,,False,0,[],
Neela Biotech,https://www.neelabiotech.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Biotech company focused on therapeutic development using innovative biology. Develops novel treatments for unmet medical needs.,"[""biotech"", ""pharma"", ""drug discovery""]",startup,"drug discovery, therapeutics, molecular biology, biotech",11-50,no_info,,False,0,[],
Neutreeno,https://www.neutreeno.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Energy and sustainability technology company developing solutions for renewable energy. Focuses on sustainable power generation.,"[""cleantech"", ""energy""]",startup,"renewable energy, sustainability, power generation, green tech",11-50,no_info,,False,0,[],
Nyobolt,https://www.nyobolt.com,hub,Cambridge Enterprise,Academic Commercialization,11863045.0,CB24 9NG,Active,72190 - Other research and experimental development on natural sciences and engineering,GROUP,05/03/2019,31/12/2024,"UNIT 2 EVOLUTION BUSINESS PARK MILTON ROAD, IMPINGTON, CAMBRIDGE",True,1.0,NYOBOLT LIMITED,False,True,2019.0,Next-generation battery technology company specializing in fast-charging solutions for electric vehicles. Develops rapid-charging battery systems.,"[""hardware"", ""cleantech"", ""energy""]",scaleup,"battery technology, fast charging, electric vehicles, energy storage",51-200,actively_hiring,,False,0,[],
Protonera,https://www.protonera.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Proton exchange membrane and fuel cell technology company developing hydrogen fuel cells. Creates technologies for clean energy production.,"[""cleantech"", ""hardware"", ""energy""]",startup,"fuel cells, hydrogen energy, proton exchange membrane, clean energy",11-50,possibly_hiring,,False,0,[],
Reclinker,https://www.reclinker.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Polymer recycling and circular economy technology company developing sustainable materials. Focuses on advanced recycling and waste reduction.,"[""cleantech"", ""materials""]",startup,"recycling, circular economy, polymers, waste management, sustainability",11-50,no_info,,False,0,[],
Remedium Energy,https://www.remediumenergy.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Energy storage and battery technology innovator creating advanced battery solutions. Develops next-generation battery systems for various applications.,"[""hardware"", ""cleantech"", ""energy""]",startup,"battery technology, energy storage, power electronics",11-50,no_info,,False,0,[],
Seprify AG,https://www.seprify.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2015.0,Separation technology company developing solutions for chemical and pharmaceutical industries. Creates advanced separation and purification technologies.,"[""hardware"", ""pharma"", ""chemical""]",startup,"separation technology, purification, chemical engineering, filtration",11-50,no_info,,False,0,[],
Sparxell,https://www.sparxell.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Cell therapy and regenerative medicine company developing advanced cellular therapies. Focuses on cell-based treatments for serious conditions.,"[""biotech"", ""medtech"", ""pharma""]",startup,"cell therapy, regenerative medicine, cellular engineering, biotech",11-50,possibly_hiring,,False,0,[],
Voltquant,https://www.voltquant.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,Voltage and electrical measurement technology company developing advanced instrumentation. Creates precision measurement devices for electronics testing.,"[""hardware"", ""semiconductors""]",startup,"electrical measurement, instrumentation, voltage sensing, electronics",11-50,no_info,,False,0,[],
Xampla,https://www.xampla.com,hub,Cambridge Enterprise,Academic Commercialization,11637116.0,CB4 0FW,Active,72190 - Other research and experimental development on natural sciences and engineering,SMALL,23/10/2018,31/12/2024,"BIO-INNOVATION CENTRE, 25 CAMBRIDGE SCIENCE PARK ROAD, CAMBRIDGE",True,1.0,XAMPLA LTD,False,True,2018.0,"Xampla develops sustainable packaging solutions based on protein technology, creating alternatives to single-use plastics. The company focuses on edible and biodegradable materials for food, beverage, and consumer goods industries.","[""cleantech"", ""sustainability"", ""materials""]",scaleup,"biopolymers, protein technology, sustainable packaging, materials science",51-200,possibly_hiring,,False,0,[],
xWATTS,https://www.xwatts.com,hub,Cambridge Enterprise,Academic Commercialization,,,,,,,,,False,,,False,True,2016.0,xWATTS develops smart electrical infrastructure and energy management solutions for buildings and facilities. Their technology helps optimize power distribution and reduce energy consumption.,"[""cleantech"", ""IoT"", ""energy""]",startup,"smart grid, energy management, IoT, power systems",11-50,possibly_hiring,,False,0,[],
AccelerComm,https://www.accelercomm.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2013.0,"AccelerComm specializes in 5G software solutions and communications technology, providing signal processing and software stacks for telecom infrastructure.","[""software"", ""telecommunications"", ""5G""]",scaleup,"5G, signal processing, software stacks, telecommunications",51-200,possibly_hiring,,False,0,[],
AiM Medical Robotics,https://www.aimmedicalrobotics.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2016.0,AiM Medical Robotics develops surgical robotic systems for minimally invasive surgery and medical procedures. Their technology focuses on precision and automation in surgical interventions.,"[""medtech"", ""robotics"", ""healthcare""]",startup,"surgical robotics, automation, medical devices, minimally invasive surgery",11-50,possibly_hiring,,False,0,[],
Aibuild,https://www.aibuild.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2018.0,"Aibuild develops AI-powered construction and building design tools, helping architects and engineers automate design processes and improve efficiency.","[""AI/ML"", ""software"", ""construction tech""]",startup,"AI, machine learning, architectural design, construction automation",11-50,possibly_hiring,,False,0,[],
Alpine Eagle,https://www.alpineeagle.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,Alpine Eagle focuses on geospatial intelligence and earth observation technology for mapping and environmental monitoring applications.,"[""space"", ""satellite"", ""data analytics""]",startup,"geospatial intelligence, satellite imagery, earth observation, GIS",11-50,no_info,,False,0,[],
Apperio,https://www.apperio.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2006.0,"Apperio provides legal matter management and financial analytics software for law firms and corporate legal departments, focusing on cost visibility and efficiency.","[""SaaS"", ""legal tech"", ""software""]",scaleup,"legal analytics, matter management, financial software, AI-powered insights",51-200,possibly_hiring,,False,0,[],
Audio Analytic,https://www.audioanalytic.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2013.0,"Audio Analytic specializes in audio recognition and sound classification technology using machine learning, enabling smart audio features in IoT and connected devices.","[""AI/ML"", ""audio tech"", ""IoT""]",scaleup,"audio recognition, sound classification, machine learning, IoT",51-200,possibly_hiring,,False,0,[],
BMLL,https://www.bmlltech.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2012.0,"BMLL Technologies provides market microstructure data and algorithmic trading infrastructure for financial institutions, focusing on real-time market analytics.","[""fintech"", ""data analytics"", ""financial services""]",scaleup,"market data, algorithmic trading, microstructure analysis, fintech",51-200,possibly_hiring,,False,0,[],
Baseimmune,https://www.baseimmune.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,"Baseimmune develops immunotherapy and cell therapy treatments for cancer and infectious diseases, focusing on innovative therapeutic approaches.","[""biotech"", ""pharma"", ""drug discovery""]",startup,"immunotherapy, cell therapy, cancer treatment, biologics",11-50,possibly_hiring,,False,0,[],
Biobeats,https://www.biobeats.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2011.0,Biobeats combines wearable biosensors with AI-powered analytics to provide real-time health insights and stress management solutions for enterprise wellness.,"[""healthtech"", ""AI/ML"", ""wearables""]",scaleup,"wearables, biosenors, AI, health analytics, stress management",51-200,possibly_hiring,,False,0,[],
Bloomsbury AI,https://www.bloomsbury.ai,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2013.0,"Bloomsbury AI develops natural language processing and question-answering technology, providing semantic search and document intelligence solutions.","[""AI/ML"", ""NLP"", ""software""]",scaleup,"NLP, question answering, semantic search, machine learning",51-200,possibly_hiring,,False,0,[],
Boltzbit,https://www.boltzbit.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2018.0,"Boltzbit develops energy storage and battery management solutions, focusing on optimizing battery performance and longevity for electric vehicles and grid storage.","[""cleantech"", ""energy"", ""hardware""]",startup,"battery technology, energy storage, thermal management, EVs",11-50,possibly_hiring,,False,0,[],
Cambridge GaN Devices,https://www.camd.co.uk,hub,IQ Capital,Deep Tech VC,10430656.0,CB4 0DS,Active,72190 - Other research and experimental development on natural sciences and engineering,SMALL,17/10/2016,31/12/2024,"JEFFREYS BUILDING, SUITE 8 ST JOHNS INNOVATION PARK, COWLEY ROAD, CAMBRIDGE",True,1.0,CAMBRIDGE GAN DEVICES LIMITED,False,True,2016.0,Gallium nitride semiconductor device manufacturer producing high-performance power semiconductors. Creates GaN chips for power electronics applications.,"[""semiconductors"", ""hardware""]",scaleup,"GaN semiconductors, power electronics, chip manufacturing",51-200,actively_hiring,,False,0,[],
Charge Point Services,https://www.chargepointservices.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2008.0,"Charge Point Services develops EV charging infrastructure and smart charging solutions, managing networks of charging stations across the UK and Europe.","[""cleantech"", ""IoT"", ""energy""]",scaleup,"EV charging, smart grid, IoT, charging infrastructure",51-200,possibly_hiring,,False,0,[],
Closed Loop Medicine,https://www.closedloopmedicine.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2014.0,"Closed Loop Medicine develops digital therapeutics and bioelectronic medicine for gastrointestinal disorders, combining sensors and algorithms to deliver precision treatment.","[""medtech"", ""healthtech"", ""AI/ML""]",scaleup,"digital therapeutics, bioelectronic medicine, sensors, GI disorders",51-200,actively_hiring,,False,0,[],
CybSafe,https://www.cybsafe.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2014.0,"CybSafe develops behavioral cybersecurity training and awareness solutions, helping organizations reduce human risk through science-based security education.","[""cybersecurity"", ""SaaS"", ""software""]",scaleup,"cybersecurity, behavioral science, security training, phishing prevention",51-200,possibly_hiring,,False,0,[],
CyberSmart,https://www.cybersmart.co.uk,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2013.0,"CyberSmart provides cybersecurity training and human risk management solutions for enterprises, focusing on employee security awareness and incident prevention.","[""cybersecurity"", ""SaaS"", ""software""]",scaleup,"cybersecurity, security awareness, risk management, phishing detection",51-200,possibly_hiring,,False,0,[],
DreamFold,https://www.dreamfold.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2016.0,"DreamFold develops 3D printing and advanced manufacturing technology, specializing in rapid prototyping and custom part production for industrial applications.","[""hardware"", ""manufacturing"", ""software""]",startup,"3D printing, additive manufacturing, rapid prototyping, CAD/CAM",11-50,no_info,,False,0,[],
FNA,https://www.fnatech.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2015.0,"FNA develops advanced networking and connectivity solutions, providing software-defined infrastructure for high-speed data communication.","[""software"", ""networking"", ""telecommunications""]",startup,"networking, software-defined infrastructure, connectivity, data communication",11-50,no_info,,False,0,[],
Flink,https://www.flink.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2014.0,"Flink (formerly InstaDeep) is an AI research and development company focusing on deep learning, reinforcement learning, and applied AI solutions.","[""AI/ML"", ""deep learning"", ""software""]",scaleup,"deep learning, reinforcement learning, machine learning, AI research",200-1000,actively_hiring,,False,0,[],
FocalPoint,https://www.focalpointgnss.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2016.0,"FocalPoint develops high-precision GNSS (GPS) solutions for autonomous systems, agriculture, and mapping applications, providing centimeter-level accuracy.","[""hardware"", ""IoT"", ""location tech""]",startup,"GNSS, GPS, positioning, autonomous systems, RTK",11-50,no_info,,False,0,[],
Foundries.io,https://www.foundries.io,hub,IQ Capital,Deep Tech VC,10899991.0,CB4 0WZ,Active,58290 - Other software publishing,FULL,04/08/2017,30/09/2024,"CHURCHILL HOUSE CAMBRIDGE BUSINESS PARK, COWLEY ROAD, CAMBRIDGE",True,1.0,FOUNDRIES.IO LIMITED,False,True,2017.0,"Foundries.io provides IoT platform and device management software, enabling secure provisioning, updates, and monitoring of connected devices at scale.","[""IoT"", ""SaaS"", ""software""]",scaleup,"IoT platform, device management, edge computing, Linux",51-200,possibly_hiring,,False,0,[],
Grapeshot,https://www.grapeshot.co.uk,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2005.0,"Grapeshot develops content intelligence and data analytics solutions for marketers and advertisers, helping identify and segment online audiences effectively.","[""data analytics"", ""marketing tech"", ""SaaS""]",established,"content intelligence, audience analytics, data mining, marketing automation",200-1000,possibly_hiring,,False,0,[],
IONATE,https://www.ionate.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2014.0,"IONATE develops ion mobility mass spectrometry technology for chemical analysis and detection, serving pharmaceutical, environmental, and security markets.","[""biotech"", ""diagnostics"", ""hardware""]",startup,"mass spectrometry, ion mobility, chemical analysis, lab instrumentation",11-50,no_info,,False,0,[],
Imandra,https://www.imandra.ai,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,"Imandra develops AI-powered formal verification and automated reasoning technology for critical systems, ensuring safety and correctness in complex software.","[""AI/ML"", ""software"", ""developer tools""]",startup,"formal verification, automated reasoning, AI, symbolic computation",11-50,possibly_hiring,,False,0,[],
Imperagen,https://www.imperagen.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,"Imperagen develops synthetic biology and cell engineering solutions, creating programmable cells for therapeutic and industrial applications.","[""biotech"", ""synthetic biology"", ""drug discovery""]",startup,"synthetic biology, cell engineering, genetic engineering, therapeutics",11-50,possibly_hiring,,False,0,[],
MQube,https://www.mqube.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,"MQube develops quantum computing hardware and photonic quantum processors, working on scalable quantum computing solutions.","[""quantum computing"", ""hardware"", ""semiconductors""]",startup,"quantum computing, photonic processors, quantum hardware, qubit architecture",11-50,possibly_hiring,,False,0,[],
Mindgard,https://www.mindgard.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2021.0,Mindgard develops tools and platforms for testing and securing AI models against adversarial attacks and vulnerabilities.,"[""AI/ML"", ""cybersecurity"", ""developer tools""]",startup,"AI security, adversarial testing, model robustness, ML testing",11-50,possibly_hiring,,False,0,[],
Myrtle,https://www.myrtle.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,"Myrtle develops photonic quantum computing technology, creating optical quantum processors for solving complex computational problems.","[""quantum computing"", ""photonics"", ""hardware""]",startup,"quantum computing, photonics, optical processors, quantum algorithms",11-50,possibly_hiring,,False,0,[],
Mytos,https://www.mytos.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2018.0,"Mytos develops real-time analytics and data processing platforms for streaming data, enabling fast insights from high-velocity data sources.","[""data analytics"", ""software"", ""developer tools""]",startup,"stream processing, real-time analytics, big data, data engineering",11-50,no_info,,False,0,[],
NanoSyrinx,https://www.nanosyrinx.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2015.0,"NanoSyrinx develops nanotechnology-based injection and delivery systems for pharmaceuticals and biologics, enabling safer and more effective drug delivery.","[""medtech"", ""pharma"", ""drug discovery""]",startup,"nanotech, drug delivery, medical devices, injection systems",11-50,no_info,,False,0,[],
Neul,https://www.neul.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2010.0,"Neul develops cellular IoT technology and connectivity solutions, providing ultra-narrowband communications for IoT applications.","[""IoT"", ""telecommunications"", ""software""]",established,"cellular IoT, NB-IoT, IoT connectivity, telecommunications, wireless",200-1000,possibly_hiring,,False,0,[],
Neurovalens,https://www.neurovalens.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2015.0,Neurovalens develops bioelectronic medicine and neuromodulation devices for treating neurological and psychiatric conditions.,"[""medtech"", ""healthtech"", ""neuroscience""]",startup,"neuromodulation, bioelectronics, medical devices, neuroscience",11-50,no_info,,False,0,[],
OSS,https://www.oss.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,1987.0,"OSS provides optical switching and networking technology for data centers and telecommunications infrastructure, enabling high-speed data routing.","[""networking"", ""semiconductors"", ""hardware""]",established,"optical switching, data center networking, optical technology, telecommunications",200-1000,possibly_hiring,,False,0,[],
Optellum,https://www.optellum.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2016.0,"Optellum develops AI-powered diagnostic imaging software for lung cancer and other diseases, using computer vision for early detection and prognosis.","[""AI/ML"", ""medtech"", ""diagnostics""]",scaleup,"AI diagnosis, computer vision, medical imaging, lung cancer detection",51-200,possibly_hiring,,False,0,[],
Opteran,https://www.opteran.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2015.0,Opteran develops bio-inspired robotics and autonomous systems using insect-scale robotics and neuromorphic algorithms for agile navigation and sensing.,"[""robotics"", ""AI/ML"", ""hardware""]",startup,"bio-inspired robotics, insect robotics, neuromorphic computing, autonomous systems",11-50,possibly_hiring,,False,0,[],
Pangaea,https://www.pangaea.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,"Pangaea develops geospatial and remote sensing software for Earth observation and environmental monitoring, providing insights for agriculture and conservation.","[""space"", ""data analytics"", ""satellite""]",startup,"geospatial, satellite imagery, remote sensing, environmental monitoring",11-50,no_info,,False,0,[],
Phonetic Arts,https://www.phoneticarts.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2008.0,"Phonetic Arts develops voice analysis and speech recognition technology, creating tools for speech-to-text and voice AI applications.","[""AI/ML"", ""NLP"", ""software""]",startup,"speech recognition, voice analysis, NLP, audio processing",11-50,no_info,,False,0,[],
Pictura Bio,https://www.picturabio.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2018.0,Pictura Bio develops spatial biology and imaging technology for understanding tissue structure and disease pathology at the cellular level.,"[""biotech"", ""diagnostics"", ""healthtech""]",startup,"spatial biology, tissue imaging, pathology, microscopy, cell analysis",11-50,possibly_hiring,,False,0,[],
Porotech,https://www.porotech.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,"Porotech develops GaN-based LED technology and semiconductor solutions, focusing on high-efficiency lighting and power electronics.","[""semiconductors"", ""hardware"", ""clean energy""]",startup,"GaN technology, LED, semiconductors, power electronics, lighting",11-50,possibly_hiring,,False,0,[],
Power Challenge,https://www.powerchallenge.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2013.0,"Power Challenge develops energy management and demand response solutions for utilities and enterprises, optimizing electricity consumption and grid stability.","[""cleantech"", ""energy"", ""software""]",startup,"energy management, demand response, smart grid, IoT, energy analytics",11-50,no_info,,False,0,[],
QuadSAT,https://www.quadsat.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2016.0,"QuadSAT develops small satellite technology and earth observation systems, providing affordable access to satellite data for commercial and scientific applications.","[""space"", ""satellite"", ""hardware""]",startup,"satellite technology, earth observation, small sats, cubesats, space tech",11-50,no_info,,False,0,[],
QuantumDiamonds,https://www.quantumdiamonds.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2018.0,"QuantumDiamonds develops quantum sensing and quantum computing technology based on nitrogen-vacancy centers in diamond, enabling advanced sensing and quantum processing.","[""quantum computing"", ""hardware"", ""semiconductors""]",startup,"quantum sensing, diamond quantum, qubits, quantum technology, sensors",11-50,no_info,,False,0,[],
RevEng,https://www.reveng.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2015.0,RevEng is an enterprise software company specializing in AI-driven analytics and automation solutions for large organizations.,"[""AI/ML"", ""software"", ""data analytics""]",scaleup,"machine learning, data analytics, enterprise automation",51-200,no_info,,False,0,[],
Risilience,https://www.risilience.com,hub,IQ Capital,Deep Tech VC,9921767.0,CB1 2JH,Active,62012 - Business and domestic software development,GROUP,18/12/2015,31/12/2024,"50-60 STATION ROAD, , CAMBRIDGE",True,1.0,RISILIENCE LIMITED,False,True,2015.0,Risilience develops climate resilience and sustainability solutions for enterprises managing environmental and climate risks.,"[""climate"", ""cleantech"", ""software""]",startup,"climate modeling, sustainability, risk analytics",11-50,no_info,,False,0,[],
Rosslyn,https://www.rosslyn.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2012.0,Rosslyn provides process mining and analytics software for enterprise process optimization and efficiency improvement.,"[""software"", ""data analytics"", ""SaaS""]",scaleup,"process mining, business intelligence, analytics",51-200,no_info,,False,0,[],
Secretarium,https://www.secretarium.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2017.0,Secretarium develops secure data processing and privacy-preserving computation technologies for sensitive enterprise data.,"[""cybersecurity"", ""software"", ""data analytics""]",startup,"secure computation, privacy, cryptography",11-50,no_info,,False,0,[],
Senseye,https://www.senseye.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2014.0,Senseye provides predictive maintenance AI solutions using machine learning to prevent equipment failures in industrial settings.,"[""AI/ML"", ""IoT"", ""software""]",scaleup,"predictive maintenance, machine learning, IoT sensors",51-200,no_info,,False,0,[],
Sirigen,https://www.sirigen.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2019.0,Sirigen is a genomics company focused on developing advanced tools and platforms for genetic analysis and research.,"[""genomics"", ""biotech"", ""deep learning""]",startup,"genomics, DNA analysis, bioinformatics",1-10,no_info,,False,0,[],
Spectral Edge,https://www.spectraledge.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2013.0,Spectral Edge develops advanced imaging and video processing technology using AI and deep learning for media and broadcasting applications.,"[""computer vision"", ""deep learning"", ""software""]",startup,"video processing, image enhancement, neural networks",11-50,no_info,,False,0,[],
Speechmatics,https://www.speechmatics.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2005.0,Speechmatics develops advanced automatic speech recognition (ASR) and voice AI technology using deep learning for enterprise applications.,"[""AI/ML"", ""NLP"", ""deep learning""]",scaleup,"automatic speech recognition, natural language processing, deep learning",51-200,actively_hiring,https://www.speechmatics.com/careers,True,2,"[{""title"": ""Software Engineer"", ""type"": ""full-time"", ""location"": ""Cambridge""}, {""title"": ""Machine Learning Engineer"", ""type"": ""full-time"", ""location"": ""Cambridge""}]",careers@speechmatics.com
Spikes Cavell,https://www.spikescavell.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,2008.0,Spikes Cavell is a research and consulting firm specializing in neuroscience and psychology research for academic and commercial clients.,"[""research"", ""consulting"", ""healthtech""]",established,"neuroscience, behavioral research, academia",11-50,no_info,,False,0,[],
